id,domain,year,month,label,split
1292099273903898625,food,2020,8,1,train
1036298230282248192,food,2018,9,1,train
1118745854318403584,food,2019,4,0,train
1339459313555763200,food,2020,12,1,train
1353294462156472320,travel,2021,1,1,train
1012292429821677568,beauty,2018,6,1,train
1039733815688785921,food,2018,9,0,train
1265012128743698432,food,2020,5,1,train
1274069295727882241,food,2020,6,1,train
807694040657461248,lifestyle,2016,12,0,train
1162495295357358080,beauty,2019,8,1,train
1318302388692807680,beauty,2020,10,1,train
1113170785789784065,food,2019,4,1,train
1109173468128378880,beauty,2019,3,1,train
1068224074986459137,beauty,2018,11,0,train
1058407939902365696,beauty,2018,11,0,train
1205371724285399040,food,2019,12,1,train
1387336199681970178,food,2021,4,1,train
1019791591836454912,food,2018,7,1,train
1419673313073315841,tech,2021,7,0,val
1107845539511615489,food,2019,3,1,train
1100482160295841793,lifestyle,2019,2,1,train
1315851354196381697,food,2020,10,0,train
1214230627052118022,travel,2020,1,1,train
1083552227489386496,food,2019,1,1,train
1003788682049064960,beauty,2018,6,1,train
876472577396428801,lifestyle,2017,6,0,train
1089557771853254656,food,2019,1,0,train
1072273801050800128,food,2018,12,1,train
1151005963153039361,food,2019,7,0,train
1204973560495661056,food,2019,12,1,train
1253037163404578817,food,2020,4,0,val
1410723961759883275,fitness,2021,7,1,train
1395718675299176460,food,2021,5,0,train
1120869418358181895,food,2019,4,1,train
1342900537923088394,tech,2020,12,1,val
1412389166868881414,food,2021,7,0,train
1090380613838872576,food,2019,1,0,train
1377641799670509571,fitness,2021,4,1,train
1238452318837919745,tech,2020,3,1,val
1052014629839400960,food,2018,10,1,train
1323627022137118724,travel,2020,11,0,train
1130843461387730944,food,2019,5,0,train
1392404983350431745,food,2021,5,1,train
1338506744545337345,food,2020,12,0,train
1149062717552156672,travel,2019,7,1,train
1338702204228788227,food,2020,12,0,train
1275494575340126208,tech,2020,6,0,val
1397494777432608774,food,2021,5,0,train
1090390688703881216,food,2019,1,1,train
1062242137759248384,food,2018,11,0,train
1313223702176292864,food,2020,10,0,train
1330644237839380483,travel,2020,11,0,train
1321863418551230464,food,2020,10,0,train
1255610661339529216,tech,2020,4,1,val
1091645709076582401,food,2019,2,1,train
1359555369450803201,tech,2021,2,0,val
963680794140139520,food,2018,2,0,train
1025276946299711488,food,2018,8,1,train
1199708495370752001,food,2019,11,1,train
1368278508380766213,food,2021,3,1,train
925427273100079104,fitness,2017,10,1,val
1195217644485398529,food,2019,11,1,train
1389951271604523016,food,2021,5,0,train
1420737807337676802,food,2021,7,0,train
1375042184114630658,food,2021,3,1,train
1372511601031442435,food,2021,3,0,train
1410692741386878979,food,2021,7,1,train
1207024794761232384,beauty,2019,12,1,train
1191650433808384001,food,2019,11,1,train
809494267815165952,food,2016,12,1,train
570681452964261888,beauty,2015,2,1,train
894853673578369024,beauty,2017,8,0,train
917377455853367297,beauty,2017,10,0,train
1240337271280340993,tech,2020,3,0,val
1139974429277134848,beauty,2019,6,1,train
1056814696093892608,food,2018,10,1,train
1233150583797932036,travel,2020,2,0,train
816820996107829248,fitness,2017,1,1,train
1064514406212661251,beauty,2018,11,1,train
1268544289602244610,food,2020,6,0,train
1397494811813244928,food,2021,5,1,train
1385209289225261060,food,2021,4,0,train
1068105787023728641,food,2018,11,1,train
1070595085593542656,beauty,2018,12,1,train
1028047048170450944,beauty,2018,8,0,train
1188193458953080832,beauty,2019,10,0,train
1307097903350022144,food,2020,9,1,train
1415616708790812678,food,2021,7,1,train
1140692443542839296,food,2019,6,1,train
919930129811476481,beauty,2017,10,1,val
1072850570803740672,beauty,2018,12,1,train
1414994531187974144,tech,2021,7,0,train
1386786959729778692,food,2021,4,0,train
1291419886661574658,beauty,2020,8,0,train
941288059148144640,beauty,2017,12,1,train
1354449417080860673,travel,2021,1,0,train
1314688888594747392,food,2020,10,1,train
1333768747354492931,food,2020,12,0,train
1331701399025975296,beauty,2020,11,1,train
1111940847526924288,food,2019,3,0,train
1320083524691611650,travel,2020,10,1,train
1160975378455728128,beauty,2019,8,1,train
1256341983137759233,travel,2020,5,0,train
1007565806618603520,lifestyle,2018,6,1,train
1228276304220446721,food,2020,2,0,train
1234212073363722242,food,2020,3,0,train
1332055670833651712,beauty,2020,11,1,train
1374711646799724553,food,2021,3,0,train
1166510210485227522,beauty,2019,8,0,train
1157623892468482049,food,2019,8,1,train
1324088528612040706,lifestyle,2020,11,0,train
1161352790335205377,food,2019,8,1,val
1385641246794960903,beauty,2021,4,0,train
1223331434653503488,travel,2020,1,1,train
1355365048294592512,tech,2021,1,0,val
1203630832033914880,lifestyle,2019,12,1,train
1372511532496474115,food,2021,3,0,train
1336634379205038080,tech,2020,12,0,train
1235021474236260352,travel,2020,3,0,train
1069805039336779778,food,2018,12,1,train
1031116476718239746,food,2018,8,0,train
1412746417303482368,food,2021,7,0,train
1388561531072225285,food,2021,5,1,train
1194290260978675718,travel,2019,11,1,train
1421249255587684353,tech,2021,7,1,val
1385195538828648449,food,2021,4,1,train
1087583881451188225,food,2019,1,0,train
1227397010506100736,travel,2020,2,1,train
664245965969231873,fitness,2015,11,1,train
936908067710550022,lifestyle,2017,12,1,train
1224066115510378497,travel,2020,2,1,train
1121613286301208576,food,2019,4,0,train
1090227696137891840,food,2019,1,0,train
1328924101952503809,food,2020,11,0,train
1280302023175548931,food,2020,7,0,train
1078329170684493824,beauty,2018,12,1,train
1394261527717371905,food,2021,5,0,train
1074131030171414528,food,2018,12,1,train
1034876582995877889,beauty,2018,8,1,train
1089196273477906432,food,2019,1,1,train
1331250405494427648,travel,2020,11,1,train
950690772478779392,food,2018,1,1,train
1399792047565979660,tech,2021,6,0,val
1422410397705850881,food,2021,8,1,train
1377636344374132736,lifestyle,2021,4,1,val
1413109813102350340,food,2021,7,1,train
756108373179846656,food,2016,7,1,train
1062914738005442561,food,2018,11,0,train
877621209390829570,lifestyle,2017,6,1,train
1082813766910312448,food,2019,1,1,train
1120484234458693632,food,2019,4,0,train
1382325757909868544,food,2021,4,0,train
981909432304062465,beauty,2018,4,0,train
1384141184394616837,food,2021,4,0,train
662252774688583680,fitness,2015,11,0,train
1413573744283557890,tech,2021,7,0,val
1217877850675507200,travel,2020,1,0,train
1282446224080228352,travel,2020,7,1,train
1237791903258730498,travel,2020,3,0,train
754382765861269504,lifestyle,2016,7,1,train
1333564480354209793,food,2020,12,1,train
1107846964257918976,food,2019,3,1,train
1074133571835781121,food,2018,12,1,train
1204151939685961729,food,2019,12,1,train
1079823927109709827,food,2018,12,1,train
1266028711549087744,tech,2020,5,0,train
1191539698805694465,food,2019,11,0,train
1094990883554906115,food,2019,2,0,train
1364356439494516737,food,2021,2,1,train
1149359000011628545,travel,2019,7,1,train
1321925899709747201,food,2020,10,1,train
1053624049564295168,food,2018,10,0,train
1421486669912444929,food,2021,7,1,train
1333811444245295115,tech,2020,12,0,val
833421911220699137,food,2017,2,1,train
1197549213220917248,travel,2019,11,0,train
1308586823338217473,food,2020,9,0,train
1204795122887667715,travel,2019,12,0,train
1367991892340711429,food,2021,3,0,train
980060908301910016,food,2018,3,1,train
1107845763894255616,food,2019,3,0,train
1321868455340105729,food,2020,10,0,train
1173173384173277184,travel,2019,9,0,train
1238385123596402689,travel,2020,3,1,train
1354152470331740161,food,2021,1,1,train
956884176766054400,lifestyle,2018,1,0,train
1241710852216152064,food,2020,3,0,train
1108088522874015750,lifestyle,2019,3,1,train
1251513427626823682,fitness,2020,4,0,train
1153665906352017412,lifestyle,2019,7,1,train
1100561183076171778,food,2019,2,0,train
1302729220444114945,travel,2020,9,1,train
1413789960465903617,food,2021,7,0,train
1316770444821827589,travel,2020,10,0,train
1202968468821139458,food,2019,12,1,train
1415037146151354374,fitness,2021,7,1,train
1384299997340917774,food,2021,4,1,train
871892624856272896,fitness,2017,6,1,train
1217807662940852225,travel,2020,1,0,train
1127064327159152640,food,2019,5,0,train
998627015052980225,beauty,2018,5,0,train
1320523114397065217,food,2020,10,0,train
983783064563257346,fitness,2018,4,0,train
1139516620186050565,beauty,2019,6,1,train
699641707374182400,food,2016,2,0,train
944240188431224832,food,2017,12,0,train
1335607492919889926,tech,2020,12,0,val
1181954217163907072,beauty,2019,10,1,train
1324811478294269952,food,2020,11,1,train
1356253749870620673,tech,2021,2,1,train
1336642430653882369,tech,2020,12,0,train
1090226176113733632,food,2019,1,1,train
1376623361325998081,fitness,2021,3,1,train
1069639700112134145,travel,2018,12,0,train
1054924424644882432,food,2018,10,0,train
1113583866386759680,food,2019,4,1,train
1079826067614035968,food,2018,12,0,train
1090282476918976512,food,2019,1,0,train
1201628442623643650,lifestyle,2019,12,0,train
1024352817593692161,fitness,2018,7,1,train
1054924334031101952,food,2018,10,1,train
1383867702159106051,tech,2021,4,0,val
1133926497075585029,food,2019,5,1,train
1284349288038887425,food,2020,7,1,train
942024251766292480,food,2017,12,1,train
1417851883117498371,tech,2021,7,1,val
1177132829257478145,lifestyle,2019,9,1,train
1105408090437021696,travel,2019,3,0,train
1412448797473574914,tech,2021,7,1,val
1243959437330731010,travel,2020,3,1,train
1091223675309834240,food,2019,2,1,train
643089645333409793,fitness,2015,9,0,train
1037409092850130944,fitness,2018,9,0,train
1310142195249352704,lifestyle,2020,9,1,val
1362452689229991939,tech,2021,2,0,val
1408025942266580998,food,2021,6,0,train
1331259348400615426,travel,2020,11,1,train
1222120125618434048,lifestyle,2020,1,1,val
1094251113526775808,food,2019,2,1,train
1191625275962011648,food,2019,11,1,train
1235384720814477313,travel,2020,3,0,train
1419735899601084416,food,2021,7,1,train
1253764465180528652,tech,2020,4,1,val
907299306218180609,food,2017,9,1,train
1244350962850050050,travel,2020,3,0,train
1375332945926361089,food,2021,3,1,train
1363368696886878209,food,2021,2,1,train
1224077962783358977,travel,2020,2,1,train
989475344263467009,food,2018,4,0,train
1269896537569722368,food,2020,6,0,train
1026719765723791360,food,2018,8,1,train
1278428172204355584,food,2020,7,0,train
1417435940486742019,food,2021,7,0,train
1369677142246776835,food,2021,3,0,train
1016922439694061568,food,2018,7,0,train
1090989627182333952,food,2019,1,0,train
1268941346083086337,travel,2020,6,0,train
1047196152276426752,food,2018,10,0,train
1346500730773975049,food,2021,1,0,train
1052013627664949248,food,2018,10,1,train
1048016478392541184,fitness,2018,10,0,train
1387441485826732032,lifestyle,2021,4,1,val
1113613700957659137,food,2019,4,1,train
1362922909686095874,beauty,2021,2,0,train
1372515857251794951,food,2021,3,1,train
1270154330704711681,food,2020,6,1,train
1113709324566769664,food,2019,4,1,train
1093944093447720962,food,2019,2,1,train
1169626330209640450,travel,2019,9,1,train
1331250466563497986,travel,2020,11,0,train
1181626811874193413,travel,2019,10,0,train
1120484516320239617,food,2019,4,0,train
1090644868727218176,food,2019,1,1,train
1287394912334479362,tech,2020,7,1,val
1296106933154467842,food,2020,8,0,train
1267640289927270401,food,2020,6,0,train
1382325208598581248,food,2021,4,0,train
882590953244151808,travel,2017,7,1,train
1195835514768617473,food,2019,11,1,train
937458207030640646,beauty,2017,12,1,val
1394583317379358720,food,2021,5,0,train
1157623701115932672,food,2019,8,1,train
895284867801522176,beauty,2017,8,1,train
1146466145517670401,travel,2019,7,1,train
1191755159166021632,food,2019,11,1,train
1331574165334335488,travel,2020,11,0,train
1409750615983484929,food,2021,6,1,train
1250442020482514944,tech,2020,4,0,val
1197581203806785536,food,2019,11,0,train
1192121774047191040,travel,2019,11,1,train
1121151674192728065,food,2019,4,0,train
1413112297061445637,food,2021,7,0,train
1308565405397651456,travel,2020,9,1,train
935842975216742400,beauty,2017,11,1,val
1198329861242146816,food,2019,11,0,train
1277899333099282433,travel,2020,6,1,train
1172571101697888256,travel,2019,9,1,train
1377985803134111753,tech,2021,4,1,val
1095143954625019904,food,2019,2,0,train
1422889065246990337,food,2021,8,1,train
1243658386023030788,travel,2020,3,0,train
839213339255451655,fitness,2017,3,1,val
986891542592999424,food,2018,4,1,train
1096810948042608643,beauty,2019,2,1,train
1406260403756179466,food,2021,6,0,train
1038094107942547458,food,2018,9,0,val
1285907670713675776,food,2020,7,1,train
1207750129324834816,travel,2019,12,1,train
601833299598684160,fitness,2015,5,0,train
1420298074342055941,food,2021,7,0,train
957965375479545857,food,2018,1,0,train
1332359045219545091,tech,2020,11,0,train
1106925374968160257,food,2019,3,1,train
1050374229793939456,beauty,2018,10,1,train
1093178244843560960,food,2019,2,1,train
849304348370890753,lifestyle,2017,4,1,train
1027076405128056832,food,2018,8,1,train
1239560828883525632,travel,2020,3,1,train
880765765544284160,beauty,2017,6,1,val
1069893148074229760,food,2018,12,1,train
725354038783528960,food,2016,4,0,train
1207024875321229313,beauty,2019,12,1,train
1362087184635936768,food,2021,2,1,train
986703586217418754,food,2018,4,1,train
931521128484540416,beauty,2017,11,1,train
1092051616721788928,food,2019,2,0,train
1084990922578898944,food,2019,1,0,train
954377765654089729,food,2018,1,0,train
1151909374652297216,food,2019,7,0,train
1362310011410604033,food,2021,2,0,train
1093683496613277696,food,2019,2,0,train
1244804866783866880,food,2020,3,0,train
1204982423148085249,food,2019,12,1,train
1358748170604396544,food,2021,2,0,train
1329172780051361792,lifestyle,2020,11,0,train
1050628333615034369,food,2018,10,0,train
1421483693147758592,food,2021,7,1,train
1221955266482200577,travel,2020,1,1,train
940940911311126529,food,2017,12,0,train
1349730261148209156,food,2021,1,1,train
1398214169837535236,food,2021,5,1,train
1018564869690417153,food,2018,7,0,train
1391107150798233603,food,2021,5,1,train
1225086133392084992,travel,2020,2,0,train
1331456633424076801,food,2020,11,1,train
1328399314738159631,food,2020,11,0,train
1265721981149708289,fitness,2020,5,0,train
1207883253551525888,beauty,2019,12,1,train
1217188210943545344,beauty,2020,1,0,train
1091764725724139521,food,2019,2,1,train
1146457706930139136,tech,2019,7,0,train
1023665136853086208,food,2018,7,0,train
1007645922619199490,food,2018,6,1,train
1421083594223538182,food,2021,7,1,train
1070137233888428032,food,2018,12,1,train
1147975252288376832,travel,2019,7,0,train
1243018373102882816,food,2020,3,0,train
1404171767539769344,fitness,2021,6,1,train
1095947629429747712,food,2019,2,0,train
1414466680848277505,tech,2021,7,0,train
1107846607645614080,food,2019,3,0,train
1406316835557969922,food,2021,6,0,train
1293321158369189892,lifestyle,2020,8,1,train
913833167831920640,beauty,2017,9,0,val
1091645637073035264,food,2019,2,0,train
1332151715035041793,travel,2020,11,0,train
1210194018740523008,food,2019,12,0,train
1350081857170382848,travel,2021,1,0,train
1074587376679305217,lifestyle,2018,12,1,train
1030141334924025857,fitness,2018,8,1,val
939087158064943104,food,2017,12,1,train
1057538782403194881,food,2018,10,0,train
1384808914533986306,fitness,2021,4,0,train
1192480307720675328,lifestyle,2019,11,1,train
1017078154144468992,food,2018,7,1,train
903338778957422594,beauty,2017,8,0,train
1047715575840034816,food,2018,10,0,train
1273009835802423296,food,2020,6,1,train
1111940903227281408,food,2019,3,0,train
1305691918286766080,food,2020,9,1,train
1010434613423026176,food,2018,6,0,train
1217492985702645760,travel,2020,1,1,train
940585908897828864,beauty,2017,12,1,val
854918729573867520,lifestyle,2017,4,1,train
1168681550713696256,food,2019,9,0,train
1287644922418470912,travel,2020,7,0,train
1332061748736757765,beauty,2020,11,1,train
1191512021877035008,food,2019,11,1,train
1020205154879131648,food,2018,7,1,train
1412406812415074316,food,2021,7,0,train
1334877872306216962,tech,2020,12,1,train
1057072191869722624,food,2018,10,1,train
1213149891687591936,travel,2020,1,1,train
1227863042337181696,lifestyle,2020,2,1,train
1376861994779746307,food,2021,3,0,train
1408142166250164225,food,2021,6,0,train
1113802452644564992,food,2019,4,0,train
1321859889757523969,food,2020,10,1,train
1408389470320164865,food,2021,6,1,train
1304218200566046720,food,2020,9,1,train
1322308183432458240,food,2020,10,0,train
1362140251372797952,food,2021,2,0,train
1416406908995469316,food,2021,7,0,train
1352707940906622976,tech,2021,1,1,val
1105935606075609095,food,2019,3,1,train
1043210899400675329,food,2018,9,0,train
1335441689767518210,tech,2020,12,0,val
1007646866190864385,food,2018,6,1,train
1293649284773097473,food,2020,8,0,train
1083237622925930496,food,2019,1,0,train
1106397538901508096,food,2019,3,0,train
1392849103583957004,food,2021,5,0,train
1330614813362413569,travel,2020,11,0,train
1392430716894339075,food,2021,5,0,train
1323627047768514561,travel,2020,11,0,train
776155814528704513,food,2016,9,1,train
1273096788640182272,tech,2020,6,0,val
1366496438608424963,food,2021,3,0,train
1326662269426692097,food,2020,11,0,train
1319226258971123713,food,2020,10,1,train
1179653619462881280,lifestyle,2019,10,1,val
1072959590881509376,travel,2018,12,0,train
1308406303811870721,food,2020,9,1,train
1329436873819893761,food,2020,11,0,train
1021603555529162754,food,2018,7,0,train
1072293176289972224,food,2018,12,0,train
1251129604565356544,tech,2020,4,1,val
1326286146956111877,food,2020,11,0,train
1275415653638266880,food,2020,6,0,train
969265466849087488,lifestyle,2018,3,0,train
1076539771151892482,travel,2018,12,1,train
1276165823762255874,tech,2020,6,0,val
1398564812410531840,lifestyle,2021,5,1,val
1410917832125075460,food,2021,7,1,train
1192657196800036866,food,2019,11,0,train
1377874722105462784,food,2021,4,1,train
1209975978341982208,beauty,2019,12,1,train
1348706370405756929,tech,2021,1,0,val
1290797152868982785,travel,2020,8,0,train
1333865189381464065,food,2020,12,0,train
1057072822898618368,food,2018,10,1,train
1030286252422115329,food,2018,8,1,train
1057071617694711809,food,2018,10,1,train
1034093380412825603,beauty,2018,8,0,train
937702318363107329,beauty,2017,12,1,val
1331616445436977152,travel,2020,11,1,train
664245076864819200,fitness,2015,11,1,train
1113239196901228545,beauty,2019,4,1,train
1240341611290202112,travel,2020,3,1,train
1093992874729979911,fitness,2019,2,0,train
1234874437763289088,tech,2020,3,0,val
1409609113294757899,travel,2021,6,0,val
1236664281237725185,tech,2020,3,1,val
1316098150525005826,travel,2020,10,1,train
1319106692638896128,food,2020,10,1,train
1391065666380259337,food,2021,5,0,train
1306060216526610433,travel,2020,9,0,train
795202686115315712,lifestyle,2016,11,0,train
1188754206842376192,travel,2019,10,1,train
1139284053251809280,beauty,2019,6,1,train
969978787629760513,food,2018,3,1,train
1036787255308742656,beauty,2018,9,0,train
939437699294990336,food,2017,12,1,train
1322346725554548738,food,2020,10,0,train
1291838915243016195,food,2020,8,1,train
1331591274386907136,travel,2020,11,1,train
1315654737837133824,food,2020,10,0,train
1306971914464886785,tech,2020,9,1,val
821415658093166592,fitness,2017,1,0,train
1171016810587668480,beauty,2019,9,1,train
1281045823955120129,tech,2020,7,0,val
1109171903632035840,beauty,2019,3,1,train
1188428068030963712,travel,2019,10,1,train
1231282296864616449,travel,2020,2,1,train
1123249382348869632,beauty,2019,4,0,train
1230231802981355521,tech,2020,2,0,val
1028146339689979904,tech,2018,8,1,val
1261393549213306881,food,2020,5,1,train
1139274235493396482,beauty,2019,6,1,train
1159746896807772160,travel,2019,8,1,train
1281621514429890560,travel,2020,7,1,train
1337124635394134017,food,2020,12,0,train
1353873403661471745,food,2021,1,0,train
1185594111228895233,fitness,2019,10,0,train
1407302166054801414,food,2021,6,1,train
1068366423800594432,food,2018,11,1,train
796711165523009536,food,2016,11,1,train
1192843190686142465,travel,2019,11,1,train
1277729845603184645,food,2020,6,0,train
1068370938134228992,food,2018,11,1,train
982049631621341184,beauty,2018,4,0,train
1349475192742039552,tech,2021,1,0,train
1100481402230001679,lifestyle,2019,2,0,train
872070338401755140,food,2017,6,1,train
1021461086032334848,food,2018,7,0,train
1123248526190895104,beauty,2019,4,0,train
1372111044080848897,food,2021,3,0,train
687319414669185024,fitness,2016,1,0,val
1416503091864670222,food,2021,7,1,train
983952157417205760,beauty,2018,4,0,train
1404723676512018437,food,2021,6,1,train
1352053268738936832,tech,2021,1,0,val
873529321473937409,food,2017,6,1,train
1334344214864388096,food,2020,12,1,train
1357655406882009093,travel,2021,2,0,train
1242137786385231872,beauty,2020,3,1,train
1273271709093724160,tech,2020,6,0,train
1073776223996784640,food,2018,12,1,train
1082466434096267266,beauty,2019,1,0,train
1072292912900292608,food,2018,12,1,train
988086044015972353,travel,2018,4,1,val
937903793529806848,food,2017,12,1,train
1218023419276513280,food,2020,1,0,train
1220214063797424128,food,2020,1,0,train
1069759731542228992,food,2018,12,0,train
1354218326168395781,food,2021,1,0,train
1367983076526223360,food,2021,3,1,train
999847796655128576,beauty,2018,5,1,train
1274597948945510400,food,2020,6,0,train
1224075600849252353,travel,2020,2,0,train
945702308972777472,food,2017,12,0,train
1202393473753718784,travel,2019,12,1,train
1101018811711610881,tech,2019,2,0,train
1356229544986992642,tech,2021,2,1,train
1407299883321679872,tech,2021,6,1,val
1388730222636326919,food,2021,5,1,train
1039162922189111297,beauty,2018,9,0,train
975319040225959937,beauty,2018,3,1,train
977294229557751808,food,2018,3,1,train
1152032905905917952,beauty,2019,7,0,train
1076041306873491456,food,2018,12,1,train
1264998479425875968,tech,2020,5,1,val
1313414107656224775,tech,2020,10,0,train
1321165008332591104,beauty,2020,10,0,train
1397881465505947648,food,2021,5,0,train
1189203199477080072,lifestyle,2019,10,1,train
1021947199587004421,food,2018,7,0,train
1052013183127441409,food,2018,10,1,train
1222543270930198528,lifestyle,2020,1,0,train
1155472142080913408,travel,2019,7,0,train
1351315196325851138,food,2021,1,0,train
1319579179520765954,tech,2020,10,0,train
1337120857630629890,food,2020,12,0,train
1197301414688485376,food,2019,11,0,train
1407615823380840452,food,2021,6,1,train
1146662585766486016,food,2019,7,0,train
1321106925224906752,travel,2020,10,0,train
734725935912517632,food,2016,5,0,train
1379724534199255041,food,2021,4,0,train
1073403762474127365,food,2018,12,0,train
1073209954562203648,food,2018,12,1,train
980107295228035072,food,2018,3,1,train
1185197734115958784,food,2019,10,0,train
1204463171723022336,travel,2019,12,0,train
1099593026106810368,lifestyle,2019,2,0,train
1090345392842162176,food,2019,1,1,train
1337270145685872640,food,2020,12,1,train
1421083610422013959,food,2021,7,1,train
1130942467891695624,travel,2019,5,0,train
999998770535391232,lifestyle,2018,5,0,train
1306082916313657344,food,2020,9,1,train
1067971017111420928,food,2018,11,0,train
864157818735050752,travel,2017,5,1,train
1323714001285439489,beauty,2020,11,1,train
985176110592864256,food,2018,4,0,train
1420297834826371075,food,2021,7,1,train
1204982342730731520,food,2019,12,1,train
1372971681862578184,beauty,2021,3,0,train
1121066520950579200,lifestyle,2019,4,0,train
1366112200570585089,food,2021,2,0,train
1352637936341295108,tech,2021,1,1,train
1189002049830023168,food,2019,10,1,train
1300885598232813568,food,2020,9,0,train
1047196187454005250,food,2018,10,0,train
1208978977391558658,travel,2019,12,1,train
1225376547349110784,travel,2020,2,1,train
1113125472429375492,food,2019,4,0,train
1327410546552016897,food,2020,11,1,train
1186123288415571969,travel,2019,10,0,val
1350211261578014722,food,2021,1,1,train
1374308947130126342,food,2021,3,0,train
1308888177009197057,food,2020,9,0,train
1398214294701969415,food,2021,5,1,train
1055288724379127811,food,2018,10,1,train
937783089320820737,beauty,2017,12,1,train
1016922984395804672,food,2018,7,0,train
1363941782384488451,tech,2021,2,0,val
704537807386255361,fitness,2016,3,1,val
1068367138249936897,food,2018,11,1,train
1398613254071459841,food,2021,5,1,train
875326651973894144,food,2017,6,0,train
1405117376589221888,food,2021,6,0,train
1418178963810123777,food,2021,7,0,train
1095520046162628608,food,2019,2,0,train
1308557582026633217,food,2020,9,1,train
1123248426718760961,beauty,2019,4,0,train
1388639218943938562,food,2021,5,0,train
1204893411767193602,travel,2019,12,0,train
1303044133691457536,beauty,2020,9,1,train
1139047156264972288,lifestyle,2019,6,0,val
1138938717161316353,beauty,2019,6,1,train
1084990782862516226,food,2019,1,0,train
1057632092236861443,food,2018,10,0,train
1316582070395842560,travel,2020,10,1,train
